slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
263	small:to.be	1246	SMALL	to be small	small	ꜱᴍᴀʟʟ	3			To have a little size or a short length, rather than being large or long.	小さい	छोटा होना		小	သေးသည်		to be small	
2130	smart:to.be	2530	SMART	to be smart	smart	ꜱᴍᴀʀᴛ	7			To possess high intelligence or mental capacity.	頭がいい			精明				
2561	smear..something:to	364	SMEAR	to smear (something)	smear	ꜱᴍᴇᴀʀ	7			To spread a substance, such as oil, mud, or cream, over a surface using a hand or a tool.	塗りつける			塗抹	လိမ်းသည်			
930	smell..intransitive:to	1587	SMELL (STINK)	to smell (intransitive)	smell	ꜱᴍᴇʟʟ	5			To perceive an odor or scent through the nose.	匂いを嗅ぐ	खुशबू होना		有味道	အနံ့ရသည်		stink, smell (bad)	
325	smell..something:to	1586	SMELL (PERCEIVE)	to smell (something)	smell	ꜱᴍᴇʟʟ	3			To perceive an odor or scent through the nose.	嗅ぐ, におう	सूंघना		聞	အနံ့ခံသည်			smell
487	smell.bad:to	–	–	to smell bad	smell.bad	ꜱᴍᴇʟʟ.ʙᴀᴅ	4			To emit an unpleasant or offensive odor.	臭う			臭	နံသည်			
488	smell.good..fragrant:to	–	–	to smell good (fragrant)	smell.good	ꜱᴍᴇʟʟ.ɢᴏᴏᴅ	4			To have a pleasant or sweet scent.	香る	सुगंधित होना		香	မွှေးသည်			
931	smile:to	1451	SMILE	to smile	smile	ꜱᴍɪʟᴇ	5			To turn up the corners of the mouth to show pleasure or happiness without opening the lips or showing teeth.	微笑む	मुस्कुराना		微笑	ပြုံးသည်			
70	smoke	778	SMOKE (EXHAUST)	smoke	smoke	ꜱᴍᴏᴋᴇ	2			The visible gas or vapor produced when a substance burns, often seen coming from a fire or an engine.	煙	धुआं		煙	မီးခိုး			smoke
326	smoke:to	1689	SMOKE (INHALE)	to smoke	smoke	ꜱᴍᴏᴋᴇ	3			To inhale and exhale the smoke from a burning substance, such as tobacco, through a pipe, cigarette, or similar device.	喫煙する	धूम्रपान करना		抽菸	ဆေးလိပ်သောက်သည်			
2131	smoked:to.be			to be smoked	smoked	ꜱᴍᴏᴋᴇᴅ	7			To undergo a process of being preserved or cooked using smoke from a fire.	燻される			燻製				
264	smooth:to.be	1234	SMOOTH	to be smooth	smooth	ꜱᴍᴏᴏᴛʜ	3			To have an even and level surface without any bumps, ridges, or roughness.	すべすべした	मुलायम होना		平滑	ချောမွေ့သည်		to be smooth (road)	
2412	smooth:to.make			to make smooth	make.smooth	ᴍᴀᴋᴇ.ꜱᴍᴏᴏᴛʜ	7			To remove roughness or unevenness from a surface so that it becomes flat or level.	滑らかにする			磨平				
215	snail	1543	SNAIL	snail	snail	ꜱɴᴀɪʟ	3		fauna	A small, soft-bodied creature that carries a single, hard, spiraled shell on its back and moves slowly by sliding on a layer of slime.	カタツムリ	घोंघा		蝸牛	ခရု		snail	
1902	snail.shell			snail shell	snail.shell	ꜱɴᴀɪʟ.ꜱʜᴇʟʟ	7			The hard, spiral-shaped outer covering of a small gastropod mollusk.	巻貝の殻			蝸殼				
17	snake	730	SNAKE	snake	snake	ꜱɴᴀᴋᴇ	1		fauna	A long, thin reptile that has no legs and moves by sliding its body along the ground.	蛇	साँप		蛇	မြွေ		snake	snake
932	sneeze:to	1621	SNEEZE	to sneeze	sneeze	ꜱɴᴇᴇᴢᴇ	5			To expel air suddenly and forcefully through the nose and mouth, often due to dust, an irritant, or a cold.	くしゃみをする	छींकना		打噴嚏	နှာချေသည်		to sneeze	
933	snore:to	1983	SNORE	to snore	snore	ꜱɴᴏʀᴇ	5			To make loud, rhythmic breathing sounds while sleeping.	いびきをかく	खर्राटे लेना		打鼾	ဟောက်သည်			
216	snot..liquid.mucus	208	NASAL MUCUS (SNOT)	snot (liquid mucus)	snot	ꜱɴᴏᴛ	3		body parts	The liquid or viscous substance that comes out of the nose.	鼻水	नाक का मूसा		鼻涕	နှပ်ရည်		nasal mucus, snot	snot
1904	snot..solid.mucus	208	NASAL MUCUS (SNOT)	snot (solid mucus)	snot	ꜱɴᴏᴛ	7		body parts	The thick, viscous, or solid substance found inside the nose.	鼻糞	नाक का मूसा		鼻屎	နှပ်ခြောက်			snot
1905	snow	784	SNOW	snow	snow	ꜱɴᴏᴡ	7			The frozen white precipitation that falls from the sky in cold climates and covers the ground.	雪	बर्फ़		雪	နှင်း			
2562	soak..intransitive:to	2069	SOAK (VERB)	to soak (intransitive)	soak	ꜱᴏᴀᴋ	7			To become completely wet or saturated with a liquid.	浸る			浸透	စိမ်နေသည်			
2563	soak..something:to	2069	SOAK (VERB)	to soak (something)	soak	ꜱᴏᴀᴋ	7			To place an object in a liquid so that it becomes completely wet or saturated.	漬ける			浸泡	စိမ်သည်			
1906	soap	788	SOAP	soap	soap	ꜱᴏᴀᴘ	7			A substance used with water for washing the body or cleaning objects.	石鹸			肥皂	ဆပ်ပြာ			
2564	soar:to	1441	FLY (MOVE THROUGH AIR)	to soar	soar	ꜱᴏᴀʀ	7			To fly or glide high up in the air without flapping wings or using much effort.	舞い上がる			翱翔	တစ်ဟုန်ထိုးမြင့်တက်သည်			
1907	socks	329	STOCKING	socks	socks	ꜱᴏᴄᴋꜱ	7			A piece of clothing made of fabric that covers the foot and part of the leg, worn inside a shoe.	靴下			襪子				
265	soft:to.be	1856	SOFT	to be soft	soft	ꜱᴏꜰᴛ	3			To have a texture that is easily compressed or yielding to the touch, rather than being hard or firm.	やわらかい	मुलायम होना		軟	ပျော့သည်		to be soft (cotton)	soft (to touch)
2565	soften:to			to soften	soften	ꜱᴏꜰᴛᴇɴ	7			To make something less hard, firm, or rigid.	柔らかくする			軟化	ပျော့စေသည်			
1908	soil	1228	EARTH (SOIL)	soil	soil	ꜱᴏɪʟ	7			The top layer of the ground consisting of a mixture of organic matter, minerals, and tiny rocks that plants grow in.	土			土壤	မြေကြီး		soil (earth)	
1909	soldier	1941	SOLDIER	soldier	soldier	ꜱᴏʟᴅɪᴇʀ	7			A person who is a member of an organized armed force and is trained to fight in a war.	兵士			士兵	စစ်သား			
749	some..portion	1241	SOME	some (portion)	some	ꜱᴏᴍᴇ	5			An unspecified amount or number of a thing, which is not all of it.	いくつか	कुछ  नहीं सब		一些	အချို့		some (people)	
1912	somebody			somebody	somebody	ꜱᴏᴍᴇʙᴏᴅʏ	7			An unspecified or unknown person.	誰か			某人				
1913	something			something	something	ꜱᴏᴍᴇᴛʜɪɴɢ	7			An unspecified or unknown object, idea, or entity.	何か			某物	တစ်စုံတစ်ခု			
1914	sometimes	1544	SOMETIMES	sometimes	sometimes	ꜱᴏᴍᴇᴛɪᴍᴇꜱ	7			An occurrence that happens occasionally or from time to time, but not all the time or every time.	ときどき			有時	တစ်ခါတစ်ရံ		sometimes	
432	son	1620	SON	son	son	ꜱᴏɴ	4		kinship	A male child or offspring in relation to his parents.	息子	बेटा		兒子	သား		son	child/son
750	son.in.law	1056	SON-IN-LAW	son in law	son.in.law	ꜱᴏɴ.ɪɴ.ʟᴀᴡ	5		kinship	The male person who is married to one's daughter or a sibling's daughter.	婿	जमाई		女婿	သမက်		son-in-law	son-in-law
751	song	1096	SONG	song	song	ꜱᴏɴɢ	5			A musical composition consisting of words that are sung rather than spoken.	歌	गीत		歌曲	သီချင်း		song	
2132	sore:to.be			to be sore	sore	ꜱᴏʀᴇ	7			To feel physical pain or discomfort in a part of the body, often due to injury, overuse, or illness.	痛む			痠痛				
1915	sore..on.body	51	SORE	sore (on body)	sore	ꜱᴏʀᴇ	7			A painful, red, or inflamed spot on the skin or a body part.	ただれ			瘡	အနာ			
752	soul!spirit..of.living	811	SOUL	soul, spirit (of living)	soul	ꜱᴏᴜʟ	5			The non-physical part of a living person that is believed to exist separately from the body and remains after death.	魂	आत्मा		靈魂	ဝိညာဉ်		soul, spirit (of living person)	
1916	soup	1547	SOUP	soup	soup	ꜱᴏᴜᴘ	7			A liquid food made by boiling meat, vegetables, or grains in water or broth.	汁，スープ			湯	စွပ်ပြုတ်		soup, broth	
266	sour:to.be	1906	SOUR	to be sour	sour	ꜱᴏᴜʀ	3			To have a sharp, acidic, or tart taste, such as the flavor of a lemon or vinegar.	すっぱい	खट्टा होना		酸	ချဉ်သည်		to be sour	sour
1917	source..origin			source (origin)	source	ꜱᴏᴜʀᴄᴇ	7			The place, point, or starting position where something begins or comes from.	起点			源頭	ဇာစ်မြစ်			
753	south	1595	SOUTH	south	south	ꜱᴏᴜᴛʜ	5			The cardinal direction that lies opposite to north.	南	दक्षिण		南	တောင်			
327	sow..crops:to	748	SOW SEEDS	to sow (crops)	sow	ꜱᴏᴡ	3			To place seeds or grains into the soil so that they may grow into plants.	蒔く	बोना या बोवाई करना		播種（作物）	မျိုးကြဲသည်			
2566	sow..rice:to			to sow (rice)	sow	ꜱᴏᴡ	7			To place seeds, such as those of a grain crop, into the soil or water so that they may grow.	種をまく			撒稻種	စပါးကြဲသည်			
754	soy.bean	2028	SOYA BEAN	soy bean	soy.bean	ꜱᴏʏ.ʙᴇᴀɴ	5		flora	A small, oval seed from a leguminous plant, often used to make oil or fermented food products.	大豆	सोयाबीन		黃豆	ပဲပိစပ်		soy bean	
1405	soy.bean:fermented			fermented soy bean	fermented.soy.bean	ꜰᴇʀᴍᴇɴᴛᴇᴅ.ꜱᴏʏ.ʙᴇᴀɴ	7			A food made from soybeans that have undergone a process of bacterial or fungal decay to change their flavor and texture.	納豆			豆豉				
1919	soy.bean..preserved			soy bean (preserved)	soy.bean	ꜱᴏʏ.ʙᴇᴀɴ	7			A legume that has been processed through fermentation or drying for storage.	乾燥大豆			醃製黃豆				
1920	spade	1176	SPADE	spade	spade	ꜱᴘᴀᴅᴇ	7			A tool used for digging or moving earth, consisting of a broad, flat blade attached to a long handle.	シャベル			鏟	ဂေါ်ပြား			
2567	spank..child:to			to spank (child)	spank	ꜱᴘᴀɴᴋ	7			To strike a person, typically a child, on the buttocks with an open hand as a form of punishment.	お尻を叩く			打屁股	တင်ပါးရိုက်သည်			
1921	spark	518	SPARK	spark	spark	ꜱᴘᴀʀᴋ	7			A small, glowing particle thrown off from a fire or from a piece of metal being struck.	火花			火星	မီးပွင့်			
755	sparrow	1854	SPARROW	sparrow	sparrow	ꜱᴘᴀʀʀᴏᴡ	5		fauna	A small, common bird with a short, stout beak and brown plumage, often seen living near human dwellings.	雀	गौरैया		麻雀	စာငှက်			
1922	spatula	–	–	spatula	spatula	ꜱᴘᴀᴛᴜʟᴀ	7			A flat, wide tool used for flipping or spreading food in a pan or during cooking.	へら	पटेला		抹刀	ယောက်မ			
328	speak:to	1623	SPEAK	to speak	speak	ꜱᴘᴇᴀᴋ	3			To use a language or a set of sounds to communicate thoughts and ideas.	話す	बोलना		講話	စကားပြောသည်			
71	spear	945	SPEAR	spear	spear	ꜱᴘᴇᴀʀ	2			A long-handled weapon with a sharp, pointed head used for thrusting or throwing.	槍	भाला		矛	လှံ		spear	
828	special:to.be	–	–	to be special	special	ꜱᴘᴇᴄɪᴀʟ	5			To be different from the usual or the ordinary; to be unique or extraordinary.	特別である	विशेष होना		特別	အထူးဖြစ်သည်			
1923	spectacle			spectacle	spectacle	ꜱᴘᴇᴄᴛᴀᴄʟᴇ	7			An impressive or unusual sight that is observed by many people.	光景			奇觀				
1924	speed..velocity			speed (velocity)	speed	ꜱᴘᴇᴇᴅ	7			The rate at which an object moves or changes its position over a period of time.	速度			速度	အမြန်နှုန်း			
433	spicy..of.chilis:to.be	544	SPICY	to be spicy (of chilis)	spicy	ꜱᴘɪᴄʏ	4			To have a strong, hot, or burning sensation in the mouth caused by eating a chili pepper.	辛い	मसालेदार		辣	စပ်သည်		to be spicy	
217	spider	843	SPIDER	spider	spider	ꜱᴘɪᴅᴇʀ	3		fauna	An eight-legged arachnid that often spins a web to catch insects.	蜘蛛	मकड़ी		蜘蛛	ပင့်ကူ		spider	
218	spider::web	1065	SPIDER WEB	spiderweb	spiderweb	ꜱᴘɪᴅᴇʀᴡᴇʙ	3		fauna	The silk structure spun by an arachnid to catch prey or move around.	蜘蛛の巣	मकड़ी का जाल		蜘蛛網	ပင့်ကူအိမ်		spider web	
2568	spill..liquid:to	3130	SPILL (SOMETHING)	to spill (liquid)	spill	ꜱᴘɪʟʟ	7			To cause a liquid to flow or fall out of a container by accident.	こぼす			潑灑	ဖိတ်သည်		spill (liquid) (tr)	
934	spin..cotton:to	–	–	to spin (cotton)	spin	ꜱᴘɪɴ	5			To turn raw fibers into thread or yarn by twisting them together using a tool.	紡ぐ	धुनाई करना		紡	ချည်ငင်သည်			
756	spirit..deity	53	SPIRIT	spirit (deity)	spirit	ꜱᴘɪʀɪᴛ	5			A supernatural being or entity that is worshipped as a god or goddess.	神霊	आत्मा		精神	နတ်		spirit (of dead person) (invisible)	
1926	spirit..of.deceased	53	SPIRIT	spirit (of deceased)	spirit	ꜱᴘɪʀɪᴛ	7			The soul or essence of a person who has died.	死者の霊			亡靈	သူသေဝိညာဉ်			
329	spit:to	1440	SPIT	to spit	spit	ꜱᴘɪᴛ	3			To eject saliva or a small amount of liquid from the mouth by force.	つばを吐く	थूकना		吐	တံတွေးထွေးသည်			spit
2569	spit.out..seed:to			to spit out (seed)	spit.out	ꜱᴘɪᴛ.ᴏᴜᴛ	7			To eject a small, hard part of a fruit or plant from the mouth.	種を吐き出す			吐籽				
1928	spleen	1744	SPLEEN	spleen	spleen	ꜱᴘʟᴇᴇɴ	7			An organ located in the upper abdomen that filters blood and is part of the immune system.	脾臓			脾臟	ဘလုံး			
1929	splendour	3964	SPLENDOR	splendour	splendour	ꜱᴘʟᴇɴᴅᴏᴜʀ	7			The quality of being magnificent, brilliant, or impressive in appearance or character.	壮麗さ			壯麗	ထည်ဝါမှု			
757	splinter..injury	–	–	splinter (injury)	splinter	ꜱᴘʟɪɴᴛᴇʀ	5			A small, thin, sharp piece of wood or metal that has become embedded under the skin.	刺			扎進皮膚的木刺				
935	split:to	1437	SPLIT	to split	split	ꜱᴘʟɪᴛ	5			To divide a single object into two or more separate parts, typically by using a sharp tool or force along a line or crack.	割る	फटना		劈	ခွဲသည်			
2570	split..with.knife:to	1437	SPLIT	to split (with knife)	split	ꜱᴘʟɪᴛ	7			To divide something into two or more parts by using a sharp tool such as a blade.	刃物で割る			劈開	ဓားဖြင့်ခွဲသည်			
2571	spoil..of.children:to			to spoil (of children)	spoil	ꜱᴘᴏɪʟ	7			To treat a child with excessive indulgence or to give them everything they want, preventing them from learning discipline or self-control.	甘やかす			寵壞	အလိုလိုက်သည်			
936	spoil..of.food:to	569	SPOIL (BECOME SPOILED)	to spoil (of food)	spoil	ꜱᴘᴏɪʟ	5			To undergo a process of decay or rot, making it unsafe or unpleasant to eat.	食べ物が傷む	ख़राब होना		腐敗	ပုပ်သိုးသည်		spoil (food) (intr)	
2572	spoon..liquid:to			to spoon (liquid)	spoon	ꜱᴘᴏᴏɴ	7			To move or lift a liquid or small amount of food using a utensil with a shallow, curved bowl.	スプーンですくう			舀	ဇွန်းဖြင့်ခပ်သည်			
758	spoon..utensil	1378	SPOON	spoon (utensil)	spoon	ꜱᴘᴏᴏɴ	5			A tool used for eating or serving food, consisting of a small, shallow bowl at one end of a handle.	匙	चम्मच		勺子	ဇွန်း		spoon	
1931	spot..blemish	519	SPOT	spot (blemish)	spot	ꜱᴘᴏᴛ	7			A small, colored mark or discoloration on a surface that is different from the surrounding area.	汚れ			污斑	အစွန်းအထင်း			
1932	spot..pattern	519	SPOT	spot (pattern)	spot	ꜱᴘᴏᴛ	7			A small, round mark or patch of color that is different from the surrounding area.	斑点			斑點（花紋）	အပြောက်			
2573	spray:to			to spray	spray	ꜱᴘʀᴀʏ	7			To force a liquid out of a container in many small drops or a fine mist.	噴霧する			噴				
2812	spread..blanket:to	38	SPREAD OUT	to spread (blanket)	spread	ꜱᴘʀᴇᴀᴅ	7			To extend or flatten a piece of cloth over a surface, such as a bed or the floor, so that it covers the area.	敷く			鋪	ခင်းသည်			
2574	spread..of.disease:to			to spread (of disease)	spread	ꜱᴘʀᴇᴀᴅ	7			To pass from one person or living thing to another through contact or air, causing an illness to increase in number or area.	流行する			傳播	ကူးစက်သည်			
937	spread..of.roots:to			to spread (of roots)	spread	ꜱᴘʀᴇᴀᴅ	5			To grow outward from a central point or stem into the surrounding soil.	根を張る	फैलना		根向外伸展	ပြန့်ပွားသည်			
2575	spread.out:to	38	SPREAD OUT	to spread out	spread.out	ꜱᴘʀᴇᴀᴅ.ᴏᴜᴛ	7			To extend or expand from a central point to cover a larger area or surface.	広がる			擴散開來				
1933	spring..season	1537	SPRINGTIME	spring (season)	spring	ꜱᴘʀɪɴɢ	7			The season of the year between winter and summer, when the weather becomes warmer and plants begin to grow again.	春			春天	နွေဦးရာသီ			
1934	spring..water	849	SPRING (OF WATER)	spring (water)	spring	ꜱᴘʀɪɴɢ	7			A place where water flows naturally out of the ground from an underground source.	泉			泉水	စမ်းရေ		spring	
2576	sprinkle..of.rain:to			to sprinkle (of rain)	sprinkle	ꜱᴘʀɪɴᴋʟᴇ	7			To fall in small, light drops or a very fine spray rather than in a heavy downpour.	降る			下毛毛雨	ဖျန်းသည်			
2577	sprinkle..something:to			to sprinkle (something)	sprinkle	ꜱᴘʀɪɴᴋʟᴇ	7			To scatter small drops of a liquid or tiny particles over a surface or a group of things.	水を撒く			灑（液體）	ဖြူးသည်			
2578	sprout:to	2076	SPROUT (VERB)	to sprout	sprout	ꜱᴘʀᴏᴜᴛ	7			To begin to grow from a seed or a bud, such as when a plant starts to emerge from the ground.	芽吹く			發芽	အညွန့်ထွက်သည်			
1935	sputum			sputum	sputum	ꜱᴘᴜᴛᴜᴍ	7			The fluid or mucus coughed up from the lungs or throat.	咳で出る痰			咳出的痰				
1936	spy			spy	spy	ꜱᴘʏ	7			A person who secretly collects information about a person, country, or organization to use it for another party.	スパイ			間諜	သူလျှို			
2579	spy.on:to			to spy on	spy.on	ꜱᴘʏ.ᴏɴ	7			To watch someone or a place secretly and continuously, often to gather information or find out what they are doing.	のぞき見る			監視				
2580	squat:to			to squat	squat	ꜱꞯᴜᴀᴛ	7			To adopt a position where one is sitting on one's heels with the buttocks near the feet and the weight resting on the feet.	しゃがむ			蹲	ဆောင့်ကြောင့်ထိုင်သည်			
330	squeeze:to	1414	SQUEEZE	to squeeze	squeeze	ꜱꞯᴜᴇᴇᴢᴇ	3			To apply pressure to an object between two surfaces, such as fingers or hands, often to extract liquid or to change its shape.	しぼる	दबाना		擠	ညှစ်သည်			squeeze
598	squirrel:flying	3271	FLYING SQUIRREL	flying squirrel	flying.squirrel	ꜰʟʏɪɴɢ.ꜱꞯᴜɪʀʀᴇʟ	5		fauna	A small rodent with a membrane of skin between its limbs that allows it to glide from tree to tree.	ムササビ	उड़ती गिलहरी		飛鼠	ရှဉ့်ပျံ			
759	squirrel..general	1628	SQUIRREL	squirrel (general)	squirrel	ꜱꞯᴜɪʀʀᴇʟ	5		fauna	A small rodent with a long, bushy tail that lives in trees and eats nuts.	リス	गिलहरी		松鼠	ရှဉ့်		squirrel	
2581	stab:to	1434	STAB	to stab	stab	ꜱᴛᴀʙ	7			To pierce or wound a person or animal with a sharp, pointed object such as a knife or a spear.	刃物で刺す			刺（用尖物）	ဓားဖြင့်ထိုးသည်			
2582	stabilise:to			to stabilise	stabilise	ꜱᴛᴀʙɪʟɪꜱᴇ	7			To make something steady or firm so that it does not move, shake, or fall.	安定させる			穩定				
2583	stalk:to			to stalk	stalk	ꜱᴛᴀʟᴋ	7			To follow or pursue someone or something stealthily and continuously, often with the intent to capture or harm them.	つきまとう			潛行跟蹤	ချောင်းမြောင်းသည်			
1937	stalk..of.plant			stalk (of plant)	stalk	ꜱᴛᴀʟᴋ	7			The long, thin part of a plant that supports the leaves or flowers and connects them to the roots.	花茎			花梗	ညှာတံ			
2584	stamp.foot:to	3618	STAMP	to stamp foot	stamp.foot	ꜱᴛᴀᴍᴘ.ꜰᴏᴏᴛ	7			To strike the ground heavily with one's foot, often to express anger, impatience, or to get attention.	足を踏む			跺腳				
91	stand..in.place:to	1442	STAND	to stand (in place)	stand	ꜱᴛᴀɴᴅ	2			To be in an upright position on one's feet in a single location.	立つ	खड़े रहना		站	မတ်တတ်ရပ်သည်		to stand (remain)	stand
2585	stand.up:to	570	STAND UP	to stand up	stand.up	ꜱᴛᴀɴᴅ.ᴜᴘ	7			To rise from a sitting or lying position to a vertical position on one's feet.	立ち上がる			站起來				
72	star	1430	STAR	star	star	ꜱᴛᴀʀ	2			A large, luminous ball of gas in space that shines in the night sky.	星	तारा		星星	ကြယ်ပွင့်		star	star
738	star:shooting	2835	SHOOTING STAR	shooting star	shooting.star	ꜱʜᴏᴏᴛɪɴɢ.ꜱᴛᴀʀ	5			A bright light that appears to move quickly across the night sky and then disappears.	流れ星			流星				
2586	start.off..set.out:to			to start off (set out)	start.off	ꜱᴛᴀʀᴛ.ᴏꜰꜰ	7			To begin a journey or depart from a place to go somewhere.	旅立つ			出發				
2587	startle:to			to startle	startle	ꜱᴛᴀʀᴛʟᴇ	7			To cause someone to feel a sudden, brief sense of fear or shock, often causing them to jump or react physically.	びっくりさせる			驚嚇一下	လန့်စေသည်			
938	stay:to	–	–	to stay	stay	ꜱᴛᴀʏ	5			To remain in a particular place or position instead of leaving or moving.	滞在する	रहना		住	နေသည်			
2588	stay..overnight:to			to stay (overnight)	stay	ꜱᴛᴀʏ	7			To spend the night at a place instead of traveling or leaving.	泊まる			住宿	တစ်ညအိပ်သည်			
331	steal:to	713	STEAL	to steal	steal	ꜱᴛᴇᴀʟ	3			To take property or an object that belongs to someone else without their permission and without paying for it.	盗む	चुराना		偷	ခိုးယူသည်			steal
1939	steam	1193	STEAM	steam	steam	ꜱᴛᴇᴀᴍ	7			The hot water vapor produced when liquid water is heated to its boiling point.	湯気			水蒸氣	ရေနွေးငွေ့			
2589	steam:to	2067	STEAM (VERB)	to steam	steam	ꜱᴛᴇᴀᴍ	7			To cook food by exposing it to the hot vapor produced by boiling water.	蒸す			蒸	ပေါင်းသည်			
2133	steep:to.be	2717	STEEP	to be steep	steep	ꜱᴛᴇᴇᴘ	7			To rise or fall at a very sharp angle, making it difficult to climb or descend.	険しい			陡峭				
2590	steer:to			to steer	steer	ꜱᴛᴇᴇʀ	7			To control the direction of a vehicle, a boat, or an animal by guiding it.	操縦する			操控	ဦးတည်ပေးသည်			
1941	stem..of.plant	2628	PLANT STEM	stem (of plant)	stem	ꜱᴛᴇᴍ	7			The main, central part of a plant that supports the leaves and branches and connects them to the roots.	茎			莖	ပင်စည်		stem, stalk (of corn, millet, etc.)	
489	step:to	2065	STEP (VERB)	to step	step	ꜱᴛᴇᴘ	4			To lift a foot and place it down in a new position to move the body forward.	足を運ぶ	कदम रखना		邁步	ခြေလှမ်းလှမ်းသည်		step (v)	
939	step.on:to	–	–	to step on	step.on	ꜱᴛᴇᴘ.ᴏɴ	5			To place one's foot on top of something.	踏む	कुछ पर कदम रखना		踩	ခြေဖြင့်နင်းသည်			
490	stick..glue:to	254	STICKING	to stick (glue)	stick	ꜱᴛɪᴄᴋ	4			To join or attach two surfaces together using a sticky substance like resin, sap, or adhesive.	のりで付ける			黏上	ကပ်သည်			
219	stick..tree	1295	STICK	stick (tree)	stick	ꜱᴛɪᴄᴋ	3			A thin, woody piece of a plant or a tree that has fallen or been broken off.	杖, 棒	छड़ी		棍子	တုတ်			stick
2134	sticky:to.be	3703	STICKY	to be sticky	sticky	ꜱᴛɪᴄᴋʏ	7			To have a surface that clings or adheres to other things when touched.	粘りつく			黏（有黏性）				
1943	still..as.yet	2919	STILL (CONTINUING)	still (as yet)	still	ꜱᴛɪʟʟ	7			An event or state that began in the past and continues to happen at the present moment.	まだ			還				
2135	still..unmoving:to.be			to be still (unmoving)	still	ꜱᴛɪʟʟ	7			To remain in a single position without any movement or shaking.	静止している			靜止不動				
1944	stilts	2593	STILTS	stilts	stilts	ꜱᴛɪʟᴛꜱ	7			A pair of long, thin poles used to walk high above the ground.	竹馬			高蹺				
332	sting..of.bee:to	571	STING	to sting (of bee)	sting	ꜱᴛɪɴɢ	3			To pierce the skin with a sharp organ to inject venom, specifically as an action performed by an insect like a bee or wasp.	蜂が刺す	दर्द होना		螫（蜜蜂）	ပျားတုပ်သည်		sting (v)	
2591	sting..of.nettle:to	571	STING	to sting (of nettle)	sting	ꜱᴛɪɴɢ	7			To feel a sharp, painful prick or burning sensation on the skin after touching a specific type of plant.	イラクサが刺す			刺痛	စူးသည်			
1945	stinger..of.animal	3798	STINGER	stinger (of animal)	stinger	ꜱᴛɪɴɢᴇʀ	7			A sharp, pointed organ on the body of an insect or animal used to inject venom or to wound.	刺針			螫刺				
1947	stink.bug			stink bug	stink.bug	ꜱᴛɪɴᴋ.ʙᴜɢ	7			An insect that often has a shield-like shape and releases a strong, unpleasant odor when threatened or crushed.	カメムシ			椿象				
2592	stir:to	696	STIR	to stir	stir	ꜱᴛɪʀ	7			To move a liquid or a mixture around in a container using a tool or a hand.	かき混ぜる			攪拌	မွှေသည်			
761	stomach..organ	819	STOMACH	stomach (organ)	stomach	ꜱᴛᴏᴍᴀᴄʜ	5		body parts	The hollow organ in the upper abdomen where food is held and digested.	胃	पेट		肚子	အစာအိမ်			
1948	stomach.ache			stomach ache	stomach.ache	ꜱᴛᴏᴍᴀᴄʜ.ᴀᴄʜᴇ	7			A pain or discomfort felt in the belly or abdominal area.	腹痛			腹痛				
73	stone	857	STONE	stone	stone	ꜱᴛᴏɴᴇ	2			A hard, solid, non-living mineral matter found in the ground or on the surface of the earth.	石	पत्थर		石頭	ကျောက်		stone	stone
1301	stone:cooking			cooking stone	cooking.stone	ᴄᴏᴏᴋɪɴɢ.ꜱᴛᴏɴᴇ	7			A flat stone used as a surface for heating or preparing food over a fire.	調理用の石			烹飪石				
2593	stop..doing:to	3351	STOP DOING	to stop (doing)	stop	ꜱᴛᴏᴘ	7			To cease an action or a movement, so that it no longer continues.	やめる			不再做	ရပ်သည်			
940	stop..moving:to	2880	HALT (STOP)	to stop (moving)	stop	ꜱᴛᴏᴘ	5			To cease all movement or motion.	止まる	कुछ नहीं करना		停	ရပ်တန့်သည်			
2594	store:to			to store	store	ꜱᴛᴏʀᴇ	7			To keep or put things in a specific place for future use.	蓄える			儲存	သိုလှောင်သည်			
1949	stork	3724	STORK	stork	stork	ꜱᴛᴏʀᴋ	7			A large, long-legged, long-necked bird that often lives near water and has a long, pointed beak.	コウノトリ			鷺鶿	ငှက်ကျား			
762	storm	858	STORM	storm	storm	ꜱᴛᴏʀᴍ	5			A strong, violent movement of air often accompanied by heavy rain, wind, or thunder and lightning.	嵐	तूफान		暴風雨	မုန်တိုင်း			
1950	story..tale	2060	STORY	story (tale)	story	ꜱᴛᴏʀʏ	7			A spoken or written account of imaginary or real events, often used for entertainment or to pass on information.	物語			故事	ပုံပြင်			
2595	straddle:to			to straddle	straddle	ꜱᴛʀᴀᴅᴅʟᴇ	7			To place one leg on each side of an object or a person.	またがる			跨	ခွသည်			
455	straight:to.be	1404	STRAIGHT	to be straight	straight	ꜱᴛʀᴀɪɢʜᴛ	4			To be in a line that does not bend, curve, or turn.	まっすぐな	सीधा होना		直	ဖြောင့်သည်		to be straight (road)	
2596	straighten:to			to straighten	straighten	ꜱᴛʀᴀɪɢʜᴛᴇɴ	7			To make something straight or level, removing any curves, bends, or wrinkles.	まっすぐにする			弄直	ဖြောင့်အောင်လုပ်သည်			
2597	strain..food:to	940	STRAIN	to strain (food)	strain	ꜱᴛʀᴀɪɴ	7			To pass a liquid or a mixture of liquid and small solids through a mesh or a sieve to separate the liquid from the solid parts.	濾す			濾	အရည်စစ်သည်			
